id,label,template,placeholders,nouns,verbs,verb+noun
54619,attaching a magnet to a shelf,Attaching [something] to [something],"['a magnet', 'a shelf']","['magnet', 'shelf']",['attaching'],attaching magnet
113328,attaching a magnet to a light switch,Attaching [something] to [something],"['a magnet', 'a light switch']","['magnet', 'switch']",['attaching'],attaching magnet
88337,attaching ring magnet to battery pack,Attaching [something] to [something],"['ring magnet', 'battery pack']","['magnet', 'battery', 'pack']",['attaching'],attaching magnet
119452,attaching magnet to oven,Attaching [something] to [something],"['magnet', 'oven']",['magnet'],['attaching'],attaching magnet
54078,attaching ring magnet to wrist watch,Attaching [something] to [something],"['ring magnet', 'wrist watch']","['magnet', 'wrist', 'watch']",['attaching'],attaching magnet
21847,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
133751,attaching a magnet to a door,Attaching [something] to [something],"['a magnet', 'a door']","['magnet', 'door']",['attaching'],attaching magnet
147466,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
88869,attaching magnet to magnet,Attaching [something] to [something],"['magnet', 'magnet']","['magnet', 'magnet']",['attaching'],attaching magnet
159237,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
158977,attaching a magnet to a fire extinguisher,Attaching [something] to [something],"['a magnet', 'a fire extinguisher']","['magnet', 'fire', 'extinguisher']",['attaching'],attaching magnet
51896,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
113624,attaching a magnet to a tin,Attaching [something] to [something],"['a magnet', 'a tin']","['magnet', 'tin']",['attaching'],attaching magnet
219266,attaching a magnet to a fridge,Attaching [something] to [something],"['a magnet', 'a fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
2963,attaching a magnet to refrigerator,Attaching [something] to [something],"['a magnet', 'refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
158918,attaching a magnet to an electric outlet,Attaching [something] to [something],"['a magnet', 'an electric outlet']","['magnet', 'outlet']",['attaching'],attaching magnet
83319,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
142585,attaching a magnet to a magnetic surface,Attaching [something] to [something],"['a magnet', 'a magnetic surface']","['magnet', 'surface']",['attaching'],attaching magnet
93668,attaching ring magnet to motorcycle engine,Attaching [something] to [something],"['ring magnet', 'motorcycle engine']","['magnet', 'motorcycle', 'engine']",['attaching'],attaching magnet
89420,attaching ring magnet to iron nail,Attaching [something] to [something],"['ring magnet', 'iron nail']","['magnet', 'iron', 'nail']",['attaching'],attaching magnet
56441,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
207246,attaching a magnet to the fridge,Attaching [something] to [something],"['a magnet', 'the fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
18874,attaching magnet to board,Attaching [something] to [something],"['magnet', 'board']","['magnet', 'board']",['attaching'],attaching magnet
172794,attaching magnet to magnet,Attaching [something] to [something],"['magnet', 'magnet']","['magnet', 'magnet']",['attaching'],attaching magnet
142391,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
187196,attaching ring magnet to knife,Attaching [something] to [something],"['ring magnet', 'knife']","['magnet', 'knife']",['attaching'],attaching magnet
64381,attaching a magnet to a door,Attaching [something] to [something],"['a magnet', 'a door']","['magnet', 'door']",['attaching'],attaching magnet
96161,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
100512,attaching ring magnet to screw driver,Attaching [something] to [something],"['ring magnet', 'screw driver']","['magnet', 'screw', 'driver']",['attaching'],attaching magnet
173208,attaching a magnet to a paper clip,Attaching [something] to [something],"['a magnet', 'a paper clip']","['magnet', 'paper', 'clip']",['attaching'],attaching magnet
129822,attaching ring magnet to non sparkling plier,Attaching [something] to [something],"['ring magnet', 'non sparkling plier']","['magnet', 'plier']",['attaching'],attaching magnet
95955,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
97515,attaching ring magnet to stapler,Attaching [something] to [something],"['ring magnet', 'stapler']","['magnet', 'stapler']",['attaching'],attaching magnet
88435,attaching a magnet to banister,Attaching [something] to [something],"['a magnet', 'banister']","['magnet', 'banister']",['attaching'],attaching magnet
96423,attaching ring magnet to scissor,Attaching [something] to [something],"['ring magnet', 'scissor']","['magnet', 'scissor']",['attaching'],attaching magnet
36820,attaching magnet to refrigerator,Attaching [something] to [something],"['magnet', 'refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
119554,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
17844,attaching a magnet to scissors,Attaching [something] to [something],"['a magnet', 'scissors']","['magnet', 'scissors']",['attaching'],attaching magnet
59862,attaching ring magnet to sony pendrive,Attaching [something] to [something],"['ring magnet', 'sony pendrive']","['magnet', 'sony', 'pendrive']",['attaching'],attaching magnet
8570,attaching a magnet to a fridge,Attaching [something] to [something],"['a magnet', 'a fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
54652,attaching magnet to refrigerator door,Attaching [something] to [something],"['magnet', 'refrigerator door']","['magnet', 'refrigerator', 'door']",['attaching'],attaching magnet
123697,attaching ring magnet to seagate hard disk,Attaching [something] to [something],"['ring magnet', 'seagate hard disk']","['magnet', 'disk']",['attaching'],attaching magnet
51718,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
199746,bending a small red stick so that it deforms,Bending [something] so that it deforms,['a small red stick'],['stick'],"['bending', 'deforms']",bending stick
132842,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
10548,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
160405,bending stick so that it deforms,Bending [something] so that it deforms,['stick'],['stick'],"['bending', 'deforms']",bending stick
80071,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
202944,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
198718,bending tooth stick until it breaks,Bending [something] until it breaks,['tooth stick'],['stick'],"['bending', 'breaks']",bending stick
105878,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
53672,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
5116,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
162011,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
105290,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
207812,bending a stick' until it breaks,Bending [something] until it breaks,"[""a stick'""]",['stick'],"['bending', 'breaks']",bending stick
106214,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
105385,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
38199,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
172216,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
208391,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
194727,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
207397,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
200687,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
220100,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
190385,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
166418,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
201906,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
77388,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
173312,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
110975,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
182733,bending skewer stick until it breaks,Bending [something] until it breaks,['skewer stick'],['stick'],"['bending', 'breaks']",bending stick
115502,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
148878,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
206154,bending a wooden stick until it breaks,Bending [something] until it breaks,['a wooden stick'],['stick'],"['bending', 'breaks']",bending stick
102454,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
137264,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
15934,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
123113,bending a wooden stick until it breaks,Bending [something] until it breaks,['a wooden stick'],['stick'],"['bending', 'breaks']",bending stick
60727,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
20154,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
86750,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
115360,bending a wooden stick until it breaks,Bending [something] until it breaks,['a wooden stick'],['stick'],"['bending', 'breaks']",bending stick
89395,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
181540,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
218282,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
215402,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
12931,bending wooden stick until it breaks,Bending [something] until it breaks,['wooden stick'],['stick'],"['bending', 'breaks']",bending stick
82678,bending little stick until it breaks,Bending [something] until it breaks,['little stick'],['stick'],"['bending', 'breaks']",bending stick
161674,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
95133,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
134953,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
82371,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
103245,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
157149,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
115459,bending a wooden stick until it breaks,Bending [something] until it breaks,['a wooden stick'],['stick'],"['bending', 'breaks']",bending stick
211567,bending a small stick until it breaks,Bending [something] until it breaks,['a small stick'],['stick'],"['bending', 'breaks']",bending stick
174396,bending a dry stick until it breaks,Bending [something] until it breaks,['a dry stick'],['stick'],"['bending', 'breaks']",bending stick
135315,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
62926,bending a wooden stick until it breaks,Bending [something] until it breaks,['a wooden stick'],['stick'],"['bending', 'breaks']",bending stick
13689,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
67876,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
188230,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
140438,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
17856,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
120165,bending stick until it breaks,Bending [something] until it breaks,['stick'],['stick'],"['bending', 'breaks']",bending stick
167364,bending a stick until it breaks,Bending [something] until it breaks,['a stick'],['stick'],"['bending', 'breaks']",bending stick
5595,closing box,Closing [something],['box'],['box'],['closing'],closing box
111847,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
143555,closing turmeric box,Closing [something],['turmeric box'],['box'],['closing'],closing box
113881,closing box,Closing [something],['box'],['box'],['closing'],closing box
5237,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
196214,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
8767,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
111253,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
113770,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
198948,closing box,Closing [something],['box'],['box'],['closing'],closing box
218681,closing a box of candy,Closing [something],['a box of candy'],"['box', 'candy']",['closing'],closing box
151185,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
97519,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
24488,closing box,Closing [something],['box'],['box'],['closing'],closing box
114957,closing box,Closing [something],['box'],['box'],['closing'],closing box
86829,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
96154,closing box,Closing [something],['box'],['box'],['closing'],closing box
90189,closing a small box,Closing [something],['a small box'],['box'],['closing'],closing box
31035,closing box,Closing [something],['box'],['box'],['closing'],closing box
82479,closing box,Closing [something],['box'],['box'],['closing'],closing box
139192,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
108756,closing box,Closing [something],['box'],['box'],['closing'],closing box
203014,closing box,Closing [something],['box'],['box'],['closing'],closing box
165354,closing box cap,Closing [something],['box cap'],"['box', 'cap']",['closing'],closing box
134996,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
175890,closing box,Closing [something],['box'],['box'],['closing'],closing box
9010,closing box,Closing [something],['box'],['box'],['closing'],closing box
198428,closing box,Closing [something],['box'],['box'],['closing'],closing box
187954,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
13368,closing box,Closing [something],['box'],['box'],['closing'],closing box
196698,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
218619,closing hot box lid,Closing [something],['hot box lid'],"['box', 'lid']",['closing'],closing box
15087,closing box,Closing [something],['box'],['box'],['closing'],closing box
161704,closing box,Closing [something],['box'],['box'],['closing'],closing box
128837,closing a box of eggs,Closing [something],['a box of eggs'],"['box', 'egg']",['closing'],closing box
180413,closing box,Closing [something],['box'],['box'],['closing'],closing box
117952,closing box,Closing [something],['box'],['box'],['closing'],closing box
196775,closing box,Closing [something],['box'],['box'],['closing'],closing box
64187,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
54347,closing box,Closing [something],['box'],['box'],['closing'],closing box
1423,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
143060,closing box,Closing [something],['box'],['box'],['closing'],closing box
126370,closing packing box,Closing [something],['packing box'],['box'],['closing'],closing box
146234,closing box,Closing [something],['box'],['box'],['closing'],closing box
137232,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
32943,closing box,Closing [something],['box'],['box'],['closing'],closing box
213829,closing box,Closing [something],['box'],['box'],['closing'],closing box
158099,closing box rods,Closing [something],['box rods'],"['box', 'rod']",['closing'],closing box
208037,closing box,Closing [something],['box'],['box'],['closing'],closing box
75483,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
10136,closing box,Closing [something],['box'],['box'],['closing'],closing box
127831,closing a box of muesli,Closing [something],['a box of muesli'],"['box', 'muesli']",['closing'],closing box
50496,closing box,Closing [something],['box'],['box'],['closing'],closing box
23605,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
116384,closing box,Closing [something],['box'],['box'],['closing'],closing box
132360,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
44996,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
173594,closing box,Closing [something],['box'],['box'],['closing'],closing box
26254,closing box,Closing [something],['box'],['box'],['closing'],closing box
125250,closing box,Closing [something],['box'],['box'],['closing'],closing box
129881,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
204819,closing box,Closing [something],['box'],['box'],['closing'],closing box
143288,closing box,Closing [something],['box'],['box'],['closing'],closing box
82264,closing box,Closing [something],['box'],['box'],['closing'],closing box
220542,closing door,Closing [something],['door'],['door'],['closing'],closing door
156995,closing door,Closing [something],['door'],['door'],['closing'],closing door
65861,closing door,Closing [something],['door'],['door'],['closing'],closing door
3247,closing door,Closing [something],['door'],['door'],['closing'],closing door
75245,closing door,Closing [something],['door'],['door'],['closing'],closing door
217622,closing door,Closing [something],['door'],['door'],['closing'],closing door
45553,closing door,Closing [something],['door'],['door'],['closing'],closing door
116482,closing down door,Closing [something],['down door'],['door'],['closing'],closing door
179263,closing door,Closing [something],['door'],['door'],['closing'],closing door
206223,closing door,Closing [something],['door'],['door'],['closing'],closing door
197840,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
7046,closing door,Closing [something],['door'],['door'],['closing'],closing door
207314,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
201846,closing door,Closing [something],['door'],['door'],['closing'],closing door
50558,closing door,Closing [something],['door'],['door'],['closing'],closing door
138655,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
45369,closing door,Closing [something],['door'],['door'],['closing'],closing door
163981,closing door,Closing [something],['door'],['door'],['closing'],closing door
111778,closing door,Closing [something],['door'],['door'],['closing'],closing door
109015,closing door,Closing [something],['door'],['door'],['closing'],closing door
16199,closing door,Closing [something],['door'],['door'],['closing'],closing door
143971,closing door,Closing [something],['door'],['door'],['closing'],closing door
11774,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
2562,closing door,Closing [something],['door'],['door'],['closing'],closing door
151541,closing door,Closing [something],['door'],['door'],['closing'],closing door
11518,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
126302,closing door,Closing [something],['door'],['door'],['closing'],closing door
19440,closing door,Closing [something],['door'],['door'],['closing'],closing door
75338,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
129617,closing door,Closing [something],['door'],['door'],['closing'],closing door
209244,closing door,Closing [something],['door'],['door'],['closing'],closing door
214934,closing door,Closing [something],['door'],['door'],['closing'],closing door
206839,closing door,Closing [something],['door'],['door'],['closing'],closing door
137993,closing door,Closing [something],['door'],['door'],['closing'],closing door
72691,closing door,Closing [something],['door'],['door'],['closing'],closing door
186994,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
72970,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
5262,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
134646,closing washer door,Closing [something],['washer door'],['door'],['closing'],closing door
139370,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
51784,closing up door,Closing [something],['up door'],['door'],['closing'],closing door
185597,closing door,Closing [something],['door'],['door'],['closing'],closing door
106486,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
69839,closing door,Closing [something],['door'],['door'],['closing'],closing door
111961,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
189915,closing door,Closing [something],['door'],['door'],['closing'],closing door
14053,closing door,Closing [something],['door'],['door'],['closing'],closing door
149397,closing door,Closing [something],['door'],['door'],['closing'],closing door
123616,closing door,Closing [something],['door'],['door'],['closing'],closing door
137931,closing door,Closing [something],['door'],['door'],['closing'],closing door
42022,closing door,Closing [something],['door'],['door'],['closing'],closing door
73755,closing door,Closing [something],['door'],['door'],['closing'],closing door
30916,closing door,Closing [something],['door'],['door'],['closing'],closing door
149447,closing door,Closing [something],['door'],['door'],['closing'],closing door
203029,closing door,Closing [something],['door'],['door'],['closing'],closing door
185759,closing door,Closing [something],['door'],['door'],['closing'],closing door
63794,closing door,Closing [something],['door'],['door'],['closing'],closing door
66627,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
145168,closing wooden door,Closing [something],['wooden door'],['door'],['closing'],closing door
209467,closing door,Closing [something],['door'],['door'],['closing'],closing door
208684,closing door,Closing [something],['door'],['door'],['closing'],closing door
124242,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
191620,closing door,Closing [something],['door'],['door'],['closing'],closing door
7526,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
43767,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
105221,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
65571,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
160863,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
99297,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
80184,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
37059,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
56690,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
154607,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
157570,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
55494,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
147443,covering card with tissue,Covering [something] with [something],"['card', 'tissue']","['card', 'tissue']",['covering'],covering card
195715,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
252,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
83598,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
206684,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
18638,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
81619,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
104709,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
130612,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
103310,covering a card with a blanket,Covering [something] with [something],"['a card', 'a blanket']","['card', 'blanket']",['covering'],covering card
2204,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
112637,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
4745,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
186407,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
165310,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
46099,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
194754,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
218727,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
118786,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
171216,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
85252,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
77355,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
2673,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
112946,covering a card with a book,Covering [something] with [something],"['a card', 'a book']","['card', 'book']",['covering'],covering card
83484,covering card with pape,Covering [something] with [something],"['card', 'pape']","['card', 'pape']",['covering'],covering card
188666,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
194525,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
37706,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
185255,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
29912,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
118608,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
193579,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
